lea"Name","test_score","pca_components","model","fold","multimodal_state","User","Hostname","dataset_name","Created"
"tabm_REG_IMAGE_MANGO_MASS_1","0.4463490766358939","15","TabM Ⓜ️","1","all","","n305","REG_IMAGE_MANGO_MASS","2026-04-11T13:16:58.000Z"
"cat_REG_IMAGE_MANGO_MASS_1","0.5019198945752141","15","CatBoost 😸","1","all","","n306","REG_IMAGE_MANGO_MASS","2026-04-11T13:16:36.000Z"
"light_REG_IMAGE_MANGO_MASS_1","0.48580963074769545","15","LightGBM 💡","1","all","","n307","REG_IMAGE_MANGO_MASS","2026-04-11T13:15:43.000Z"
"tabpfnv2p5_REG_IMAGE_MANGO_MASS_0","0.5011252721343767","15","TabPFN-v2p5 🇩🇪","0","all","","n305","REG_IMAGE_MANGO_MASS","2026-04-11T13:15:02.000Z"
"tabpfnv2_REG_IMAGE_MANGO_MASS_0","0.4768429576786668","15","TabPFN-v2 🤯","0","all","","n305","REG_IMAGE_MANGO_MASS","2026-04-11T13:14:40.000Z"
"tabm_REG_IMAGE_MANGO_MASS_0","0.46771571933041656","15","TabM Ⓜ️","0","all","","n309","REG_IMAGE_MANGO_MASS","2026-04-11T13:13:31.000Z"
"cat_REG_IMAGE_MANGO_MASS_0","0.39437569612769774","15","CatBoost 😸","0","all","","n307","REG_IMAGE_MANGO_MASS","2026-04-11T13:12:25.000Z"
"light_REG_IMAGE_MANGO_MASS_0","0.34071607920364877","15","LightGBM 💡","0","all","","n306","REG_IMAGE_MANGO_MASS","2026-04-11T13:10:27.000Z"
"tabpfnv2p5_REG_IMAGE_LETTERBOXD_MOVIES_4","0.4894321844225336","15","TabPFN-v2p5 🇩🇪","4","all","","n309","REG_IMAGE_LETTERBOXD_MOVIES","2026-04-11T13:08:05.000Z"
"tabpfnv2_REG_IMAGE_LETTERBOXD_MOVIES_4","0.4730022697100905","15","TabPFN-v2 🤯","4","all","","n305","REG_IMAGE_LETTERBOXD_MOVIES","2026-04-11T13:06:56.000Z"
"tabm_REG_IMAGE_LETTERBOXD_MOVIES_4","0.4733549894125349","15","TabM Ⓜ️","4","all","","n307","REG_IMAGE_LETTERBOXD_MOVIES","2026-04-11T13:02:59.000Z"
"cat_REG_IMAGE_LETTERBOXD_MOVIES_4","0.45391231331942183","15","CatBoost 😸","4","all","","n309","REG_IMAGE_LETTERBOXD_MOVIES","2026-04-11T13:01:17.000Z"
"light_REG_IMAGE_LETTERBOXD_MOVIES_4","0.4486074591837005","15","LightGBM 💡","4","all","","n305","REG_IMAGE_LETTERBOXD_MOVIES","2026-04-11T12:59:58.000Z"
"tabpfnv2p5_REG_IMAGE_LETTERBOXD_MOVIES_3","0.5173761774609031","15","TabPFN-v2p5 🇩🇪","3","all","","n309","REG_IMAGE_LETTERBOXD_MOVIES","2026-04-11T12:57:51.000Z"
"tabpfnv2_REG_IMAGE_LETTERBOXD_MOVIES_3","0.5004073720753761","15","TabPFN-v2 🤯","3","all","","n309","REG_IMAGE_LETTERBOXD_MOVIES","2026-04-11T12:54:58.000Z"
"tabm_REG_IMAGE_LETTERBOXD_MOVIES_3","0.49651982440838394","15","TabM Ⓜ️","3","all","","n309","REG_IMAGE_LETTERBOXD_MOVIES","2026-04-11T12:53:44.000Z"
"cat_REG_IMAGE_LETTERBOXD_MOVIES_3","0.4747136481621787","15","CatBoost 😸","3","all","","n305","REG_IMAGE_LETTERBOXD_MOVIES","2026-04-11T12:52:01.000Z"
"light_REG_IMAGE_LETTERBOXD_MOVIES_3","0.4757346722525796","15","LightGBM 💡","3","all","","n306","REG_IMAGE_LETTERBOXD_MOVIES","2026-04-11T12:49:42.000Z"
"tabpfnv2p5_REG_IMAGE_LETTERBOXD_MOVIES_2","0.4579717980937984","15","TabPFN-v2p5 🇩🇪","2","all","","n305","REG_IMAGE_LETTERBOXD_MOVIES","2026-04-11T12:47:14.000Z"
"tabpfnv2_REG_IMAGE_LETTERBOXD_MOVIES_2","0.4440562921946456","15","TabPFN-v2 🤯","2","all","","n309","REG_IMAGE_LETTERBOXD_MOVIES","2026-04-11T12:45:32.000Z"
"tabm_REG_IMAGE_LETTERBOXD_MOVIES_2","0.4380364514768206","15","TabM Ⓜ️","2","all","","n305","REG_IMAGE_LETTERBOXD_MOVIES","2026-04-11T12:43:39.000Z"
"cat_REG_IMAGE_LETTERBOXD_MOVIES_2","0.42132409926761816","15","CatBoost 😸","2","all","","n309","REG_IMAGE_LETTERBOXD_MOVIES","2026-04-11T12:41:27.000Z"
"light_REG_IMAGE_LETTERBOXD_MOVIES_2","0.4104422258148688","15","LightGBM 💡","2","all","","n307","REG_IMAGE_LETTERBOXD_MOVIES","2026-04-11T12:40:08.000Z"
"tabpfnv2p5_REG_IMAGE_LETTERBOXD_MOVIES_1","0.4470659037233457","15","TabPFN-v2p5 🇩🇪","1","all","","n307","REG_IMAGE_LETTERBOXD_MOVIES","2026-04-11T12:38:00.000Z"
"tabpfnv2_REG_IMAGE_LETTERBOXD_MOVIES_1","0.428027144358507","15","TabPFN-v2 🤯","1","all","","n306","REG_IMAGE_LETTERBOXD_MOVIES","2026-04-11T12:35:57.000Z"
"tabm_REG_IMAGE_LETTERBOXD_MOVIES_1","0.4390541775763238","15","TabM Ⓜ️","1","all","","n305","REG_IMAGE_LETTERBOXD_MOVIES","2026-04-11T12:32:05.000Z"
"cat_REG_IMAGE_LETTERBOXD_MOVIES_1","0.4224560594268379","15","CatBoost 😸","1","all","","n306","REG_IMAGE_LETTERBOXD_MOVIES","2026-04-11T12:31:17.000Z"
"light_REG_IMAGE_LETTERBOXD_MOVIES_1","0.41494651363613666","15","LightGBM 💡","1","all","","n305","REG_IMAGE_LETTERBOXD_MOVIES","2026-04-11T12:29:43.000Z"
"tabpfnv2p5_REG_IMAGE_LETTERBOXD_MOVIES_0","0.5108710438754256","15","TabPFN-v2p5 🇩🇪","0","all","","n306","REG_IMAGE_LETTERBOXD_MOVIES","2026-04-11T12:25:38.000Z"
"tabpfnv2_REG_IMAGE_LETTERBOXD_MOVIES_0","0.4985521570725115","15","TabPFN-v2 🤯","0","all","","n305","REG_IMAGE_LETTERBOXD_MOVIES","2026-04-11T12:23:37.000Z"
"tabm_REG_IMAGE_LETTERBOXD_MOVIES_0","0.4965888554682679","15","TabM Ⓜ️","0","all","","n307","REG_IMAGE_LETTERBOXD_MOVIES","2026-04-11T12:22:38.000Z"
"cat_REG_IMAGE_LETTERBOXD_MOVIES_0","0.46539260989145825","15","CatBoost 😸","0","all","","n306","REG_IMAGE_LETTERBOXD_MOVIES","2026-04-11T12:21:40.000Z"
"light_REG_IMAGE_LETTERBOXD_MOVIES_0","0.4882984835739891","15","LightGBM 💡","0","all","","n309","REG_IMAGE_LETTERBOXD_MOVIES","2026-04-11T12:21:07.000Z"
"tabpfnv2p5_REG_IMAGE_KHAADI_CLOTHES_4","-0.363606333732605","15","TabPFN-v2p5 🇩🇪","4","all","","n305","REG_IMAGE_KHAADI_CLOTHES","2026-04-11T12:20:33.000Z"
"tabpfnv2_REG_IMAGE_KHAADI_CLOTHES_4","0.9716642498970032","15","TabPFN-v2 🤯","4","all","","n309","REG_IMAGE_KHAADI_CLOTHES","2026-04-11T12:19:54.000Z"
"tabm_REG_IMAGE_KHAADI_CLOTHES_4","0.8344008922576904","15","TabM Ⓜ️","4","all","","n309","REG_IMAGE_KHAADI_CLOTHES","2026-04-11T12:19:38.000Z"
"cat_REG_IMAGE_KHAADI_CLOTHES_4","0.5696597990505297","15","CatBoost 😸","4","all","","n309","REG_IMAGE_KHAADI_CLOTHES","2026-04-11T12:18:19.000Z"
"light_REG_IMAGE_KHAADI_CLOTHES_4","0.49933313337940066","15","LightGBM 💡","4","all","","n306","REG_IMAGE_KHAADI_CLOTHES","2026-04-11T12:17:47.000Z"
"tabpfnv2p5_REG_IMAGE_KHAADI_CLOTHES_3","0.5926885008811951","15","TabPFN-v2p5 🇩🇪","3","all","","n305","REG_IMAGE_KHAADI_CLOTHES","2026-04-11T12:17:10.000Z"
"tabpfnv2_REG_IMAGE_KHAADI_CLOTHES_3","0.5671660900115967","15","TabPFN-v2 🤯","3","all","","n309","REG_IMAGE_KHAADI_CLOTHES","2026-04-11T12:16:56.000Z"
"tabm_REG_IMAGE_KHAADI_CLOTHES_3","-0.3122227191925049","15","TabM Ⓜ️","3","all","","n305","REG_IMAGE_KHAADI_CLOTHES","2026-04-11T12:16:32.000Z"
"cat_REG_IMAGE_KHAADI_CLOTHES_3","-1.1706812304835763","15","CatBoost 😸","3","all","","n306","REG_IMAGE_KHAADI_CLOTHES","2026-04-11T12:16:11.000Z"
"light_REG_IMAGE_KHAADI_CLOTHES_3","-1.0339346564267935","15","LightGBM 💡","3","all","","n309","REG_IMAGE_KHAADI_CLOTHES","2026-04-11T12:15:48.000Z"
"tabpfnv2p5_REG_IMAGE_KHAADI_CLOTHES_2","-0.1108248233795166","15","TabPFN-v2p5 🇩🇪","2","all","","n306","REG_IMAGE_KHAADI_CLOTHES","2026-04-11T12:14:42.000Z"
"tabpfnv2_REG_IMAGE_KHAADI_CLOTHES_2","0.3916308879852295","15","TabPFN-v2 🤯","2","all","","n305","REG_IMAGE_KHAADI_CLOTHES","2026-04-11T12:14:03.000Z"
"tabm_REG_IMAGE_KHAADI_CLOTHES_2","0.6120932102203369","15","TabM Ⓜ️","2","all","","n306","REG_IMAGE_KHAADI_CLOTHES","2026-04-11T12:13:33.000Z"
"cat_REG_IMAGE_KHAADI_CLOTHES_2","0.35695666529149417","15","CatBoost 😸","2","all","","n305","REG_IMAGE_KHAADI_CLOTHES","2026-04-11T12:13:08.000Z"
"light_REG_IMAGE_KHAADI_CLOTHES_2","0.023194389157083717","15","LightGBM 💡","2","all","","n309","REG_IMAGE_KHAADI_CLOTHES","2026-04-11T12:12:09.000Z"
"tabpfnv2p5_REG_IMAGE_KHAADI_CLOTHES_1","0.9368379712104796","15","TabPFN-v2p5 🇩🇪","1","all","","n306","REG_IMAGE_KHAADI_CLOTHES","2026-04-11T12:11:54.000Z"
"tabpfnv2_REG_IMAGE_KHAADI_CLOTHES_1","0.8218252062797546","15","TabPFN-v2 🤯","1","all","","n309","REG_IMAGE_KHAADI_CLOTHES","2026-04-11T12:11:25.000Z"
"tabm_REG_IMAGE_KHAADI_CLOTHES_1","0.7164488434791565","15","TabM Ⓜ️","1","all","","n305","REG_IMAGE_KHAADI_CLOTHES","2026-04-11T12:10:47.000Z"
"cat_REG_IMAGE_KHAADI_CLOTHES_1","0.45590287873822755","15","CatBoost 😸","1","all","","n305","REG_IMAGE_KHAADI_CLOTHES","2026-04-11T12:09:38.000Z"
"light_REG_IMAGE_KHAADI_CLOTHES_1","0.3717109426271796","15","LightGBM 💡","1","all","","n305","REG_IMAGE_KHAADI_CLOTHES","2026-04-11T12:09:18.000Z"
"tabpfnv2p5_REG_IMAGE_KHAADI_CLOTHES_0","0.6042298078536987","15","TabPFN-v2p5 🇩🇪","0","all","","n305","REG_IMAGE_KHAADI_CLOTHES","2026-04-11T12:08:24.000Z"
"tabpfnv2_REG_IMAGE_KHAADI_CLOTHES_0","0.7530955076217651","15","TabPFN-v2 🤯","0","all","","n309","REG_IMAGE_KHAADI_CLOTHES","2026-04-11T12:08:05.000Z"
"tabm_REG_IMAGE_KHAADI_CLOTHES_0","0.8643401265144348","15","TabM Ⓜ️","0","all","","n305","REG_IMAGE_KHAADI_CLOTHES","2026-04-11T12:06:39.000Z"
"cat_REG_IMAGE_KHAADI_CLOTHES_0","0.8247607690652264","15","CatBoost 😸","0","all","","n306","REG_IMAGE_KHAADI_CLOTHES","2026-04-11T12:05:09.000Z"
"light_REG_IMAGE_KHAADI_CLOTHES_0","0.6213622441446305","15","LightGBM 💡","0","all","","n306","REG_IMAGE_KHAADI_CLOTHES","2026-04-11T12:04:01.000Z"
"tabpfnv2p5_REG_IMAGE_HNM_FASHION_4","0.3113043614128447","15","TabPFN-v2p5 🇩🇪","4","all","","n309","REG_IMAGE_HNM_FASHION","2026-04-11T12:02:33.000Z"
"tabpfnv2_REG_IMAGE_HNM_FASHION_4","0.2887093380195158","15","TabPFN-v2 🤯","4","all","","n306","REG_IMAGE_HNM_FASHION","2026-04-11T12:00:26.000Z"
"tabm_REG_IMAGE_HNM_FASHION_4","0.30265299549005753","15","TabM Ⓜ️","4","all","","n305","REG_IMAGE_HNM_FASHION","2026-04-11T11:58:59.000Z"
"cat_REG_IMAGE_HNM_FASHION_4","0.28489219499954177","15","CatBoost 😸","4","all","","n306","REG_IMAGE_HNM_FASHION","2026-04-11T11:55:49.000Z"
"light_REG_IMAGE_HNM_FASHION_4","0.2747155398791298","15","LightGBM 💡","4","all","","n306","REG_IMAGE_HNM_FASHION","2026-04-11T11:54:52.000Z"
"tabpfnv2p5_REG_IMAGE_HNM_FASHION_3","0.28525794141665983","15","TabPFN-v2p5 🇩🇪","3","all","","n305","REG_IMAGE_HNM_FASHION","2026-04-11T11:52:58.000Z"
"tabpfnv2_REG_IMAGE_HNM_FASHION_3","0.2580736661044083","15","TabPFN-v2 🤯","3","all","","n305","REG_IMAGE_HNM_FASHION","2026-04-11T11:51:08.000Z"
"tabm_REG_IMAGE_HNM_FASHION_3","0.26791321843492066","15","TabM Ⓜ️","3","all","","n309","REG_IMAGE_HNM_FASHION","2026-04-11T11:49:24.000Z"
"cat_REG_IMAGE_HNM_FASHION_3","0.2660177204220989","15","CatBoost 😸","3","all","","n305","REG_IMAGE_HNM_FASHION","2026-04-11T11:46:58.000Z"
"light_REG_IMAGE_HNM_FASHION_3","0.2505833643688752","15","LightGBM 💡","3","all","","n305","REG_IMAGE_HNM_FASHION","2026-04-11T11:45:28.000Z"
"tabpfnv2p5_REG_IMAGE_HNM_FASHION_2","0.28532384615108375","15","TabPFN-v2p5 🇩🇪","2","all","","n306","REG_IMAGE_HNM_FASHION","2026-04-11T11:43:06.000Z"
"tabpfnv2_REG_IMAGE_HNM_FASHION_2","0.2688598874955185","15","TabPFN-v2 🤯","2","all","","n306","REG_IMAGE_HNM_FASHION","2026-04-11T11:41:26.000Z"
"tabm_REG_IMAGE_HNM_FASHION_2","0.2635096675888138","15","TabM Ⓜ️","2","all","","n309","REG_IMAGE_HNM_FASHION","2026-04-11T11:39:53.000Z"
"cat_REG_IMAGE_HNM_FASHION_2","0.2562393610277015","15","CatBoost 😸","2","all","","n309","REG_IMAGE_HNM_FASHION","2026-04-11T11:38:51.000Z"
"light_REG_IMAGE_HNM_FASHION_2","0.2441394951113698","15","LightGBM 💡","2","all","","n305","REG_IMAGE_HNM_FASHION","2026-04-11T11:35:59.000Z"
"tabpfnv2p5_REG_IMAGE_HNM_FASHION_1","0.2882947833568734","15","TabPFN-v2p5 🇩🇪","1","all","","n305","REG_IMAGE_HNM_FASHION","2026-04-11T11:34:31.000Z"
"tabpfnv2_REG_IMAGE_HNM_FASHION_1","0.2756910114136125","15","TabPFN-v2 🤯","1","all","","n309","REG_IMAGE_HNM_FASHION","2026-04-11T11:33:42.000Z"
"tabm_REG_IMAGE_HNM_FASHION_1","0.2798678727908118","15","TabM Ⓜ️","1","all","","n306","REG_IMAGE_HNM_FASHION","2026-04-11T11:31:52.000Z"
"cat_REG_IMAGE_HNM_FASHION_1","0.27707711045880956","15","CatBoost 😸","1","all","","n305","REG_IMAGE_HNM_FASHION","2026-04-11T11:29:19.000Z"
"light_REG_IMAGE_HNM_FASHION_1","0.2707401179155734","15","LightGBM 💡","1","all","","n309","REG_IMAGE_HNM_FASHION","2026-04-11T11:27:21.000Z"
"tabpfnv2p5_REG_IMAGE_HNM_FASHION_0","0.2958362695957205","15","TabPFN-v2p5 🇩🇪","0","all","","n309","REG_IMAGE_HNM_FASHION","2026-04-11T11:26:13.000Z"
"tabpfnv2_REG_IMAGE_HNM_FASHION_0","0.2770921460532607","15","TabPFN-v2 🤯","0","all","","n305","REG_IMAGE_HNM_FASHION","2026-04-11T11:23:55.000Z"
"tabm_REG_IMAGE_HNM_FASHION_0","0.2740701034577214","15","TabM Ⓜ️","0","all","","n309","REG_IMAGE_HNM_FASHION","2026-04-11T11:21:42.000Z"
"cat_REG_IMAGE_HNM_FASHION_0","0.2647536627229582","15","CatBoost 😸","0","all","","n305","REG_IMAGE_HNM_FASHION","2026-04-11T11:18:56.000Z"
"light_REG_IMAGE_HNM_FASHION_0","0.2481996488242667","15","LightGBM 💡","0","all","","n306","REG_IMAGE_HNM_FASHION","2026-04-11T11:18:38.000Z"
"tabpfnv2p5_REG_IMAGE_AMAZON_PACKAGES_4","0.5191705243223415","15","TabPFN-v2p5 🇩🇪","4","all","","n309","REG_IMAGE_AMAZON_PACKAGES","2026-04-11T11:15:23.000Z"
"tabpfnv2_REG_IMAGE_AMAZON_PACKAGES_4","0.5113276303695367","15","TabPFN-v2 🤯","4","all","","n306","REG_IMAGE_AMAZON_PACKAGES","2026-04-11T11:11:49.000Z"
"tabm_REG_IMAGE_AMAZON_PACKAGES_4","0.5081884525604838","15","TabM Ⓜ️","4","all","","n309","REG_IMAGE_AMAZON_PACKAGES","2026-04-11T11:08:35.000Z"
"cat_REG_IMAGE_AMAZON_PACKAGES_4","0.4825631089535479","15","CatBoost 😸","4","all","","n305","REG_IMAGE_AMAZON_PACKAGES","2026-04-11T11:07:09.000Z"
"light_REG_IMAGE_AMAZON_PACKAGES_4","0.4753162370608108","15","LightGBM 💡","4","all","","n307","REG_IMAGE_AMAZON_PACKAGES","2026-04-11T11:05:06.000Z"
"tabpfnv2p5_REG_IMAGE_AMAZON_PACKAGES_3","0.5764973833213427","15","TabPFN-v2p5 🇩🇪","3","all","","n306","REG_IMAGE_AMAZON_PACKAGES","2026-04-11T11:02:18.000Z"
"tabpfnv2_REG_IMAGE_AMAZON_PACKAGES_3","0.5494715479676773","15","TabPFN-v2 🤯","3","all","","n309","REG_IMAGE_AMAZON_PACKAGES","2026-04-11T10:59:34.000Z"
"tabm_REG_IMAGE_AMAZON_PACKAGES_3","0.5520508579885546","15","TabM Ⓜ️","3","all","","n306","REG_IMAGE_AMAZON_PACKAGES","2026-04-11T10:57:22.000Z"
"cat_REG_IMAGE_AMAZON_PACKAGES_3","0.5419505060460805","15","CatBoost 😸","3","all","","n306","REG_IMAGE_AMAZON_PACKAGES","2026-04-11T10:55:40.000Z"
"light_REG_IMAGE_AMAZON_PACKAGES_3","0.532079997081897","15","LightGBM 💡","3","all","","n305","REG_IMAGE_AMAZON_PACKAGES","2026-04-11T10:53:35.000Z"
"tabpfnv2p5_REG_IMAGE_AMAZON_PACKAGES_2","0.5625867178352133","15","TabPFN-v2p5 🇩🇪","2","all","","n309","REG_IMAGE_AMAZON_PACKAGES","2026-04-11T10:49:51.000Z"
"tabpfnv2_REG_IMAGE_AMAZON_PACKAGES_2","0.5586924474033377","15","TabPFN-v2 🤯","2","all","","n306","REG_IMAGE_AMAZON_PACKAGES","2026-04-11T10:48:13.000Z"
"tabm_REG_IMAGE_AMAZON_PACKAGES_2","0.5432595589120217","15","TabM Ⓜ️","2","all","","n305","REG_IMAGE_AMAZON_PACKAGES","2026-04-11T10:47:06.000Z"
"cat_REG_IMAGE_AMAZON_PACKAGES_2","0.5278210774338806","15","CatBoost 😸","2","all","","n305","REG_IMAGE_AMAZON_PACKAGES","2026-04-11T10:42:15.000Z"
"light_REG_IMAGE_AMAZON_PACKAGES_2","0.5265980475232903","15","LightGBM 💡","2","all","","n309","REG_IMAGE_AMAZON_PACKAGES","2026-04-11T10:41:43.000Z"
"tabpfnv2p5_REG_IMAGE_AMAZON_PACKAGES_1","0.45008951980535017","15","TabPFN-v2p5 🇩🇪","1","all","","n307","REG_IMAGE_AMAZON_PACKAGES","2026-04-11T10:38:22.000Z"
"tabpfnv2_REG_IMAGE_AMAZON_PACKAGES_1","0.4507130913979125","15","TabPFN-v2 🤯","1","all","","n305","REG_IMAGE_AMAZON_PACKAGES","2026-04-11T10:36:19.000Z"
"tabm_REG_IMAGE_AMAZON_PACKAGES_1","0.4375621386499178","15","TabM Ⓜ️","1","all","","n309","REG_IMAGE_AMAZON_PACKAGES","2026-04-11T10:35:11.000Z"
"cat_REG_IMAGE_AMAZON_PACKAGES_1","0.4198503063992048","15","CatBoost 😸","1","all","","n307","REG_IMAGE_AMAZON_PACKAGES","2026-04-11T10:32:00.000Z"
"light_REG_IMAGE_AMAZON_PACKAGES_1","0.4018646622335464","15","LightGBM 💡","1","all","","n306","REG_IMAGE_AMAZON_PACKAGES","2026-04-11T10:29:18.000Z"
"tabpfnv2p5_REG_IMAGE_AMAZON_PACKAGES_0","0.5593337870621133","15","TabPFN-v2p5 🇩🇪","0","all","","n309","REG_IMAGE_AMAZON_PACKAGES","2026-04-11T10:28:18.000Z"
"tabpfnv2_REG_IMAGE_AMAZON_PACKAGES_0","0.5584527957922871","15","TabPFN-v2 🤯","0","all","","n305","REG_IMAGE_AMAZON_PACKAGES","2026-04-11T10:22:59.000Z"
"tabm_REG_IMAGE_AMAZON_PACKAGES_0","0.5457481992164492","15","TabM Ⓜ️","0","all","","n307","REG_IMAGE_AMAZON_PACKAGES","2026-04-11T10:22:16.000Z"
"cat_REG_IMAGE_AMAZON_PACKAGES_0","0.5208190905543961","15","CatBoost 😸","0","all","","n306","REG_IMAGE_AMAZON_PACKAGES","2026-04-11T10:21:05.000Z"
"light_REG_IMAGE_AMAZON_PACKAGES_0","0.4747855600545319","15","LightGBM 💡","0","all","","n305","REG_IMAGE_AMAZON_PACKAGES","2026-04-11T10:20:32.000Z"
"tabpfnv2p5_REG_IMAGE_AMAZON_BEST_SELLER_4","0.6002405631266805","15","TabPFN-v2p5 🇩🇪","4","all","","n309","REG_IMAGE_AMAZON_BEST_SELLER","2026-04-11T10:20:07.000Z"
"tabpfnv2_REG_IMAGE_AMAZON_BEST_SELLER_4","0.5919120339870616","15","TabPFN-v2 🤯","4","all","","n309","REG_IMAGE_AMAZON_BEST_SELLER","2026-04-11T10:19:26.000Z"
"tabm_REG_IMAGE_AMAZON_BEST_SELLER_4","0.4974545193646617","15","TabM Ⓜ️","4","all","","n309","REG_IMAGE_AMAZON_BEST_SELLER","2026-04-11T10:18:50.000Z"
"cat_REG_IMAGE_AMAZON_BEST_SELLER_4","0.545817501003516","15","CatBoost 😸","4","all","","n309","REG_IMAGE_AMAZON_BEST_SELLER","2026-04-11T10:18:18.000Z"
"light_REG_IMAGE_AMAZON_BEST_SELLER_4","0.5056889738592107","15","LightGBM 💡","4","all","","n305","REG_IMAGE_AMAZON_BEST_SELLER","2026-04-11T10:18:00.000Z"
"tabpfnv2p5_REG_IMAGE_AMAZON_BEST_SELLER_3","0.6332154269447487","15","TabPFN-v2p5 🇩🇪","3","all","","n305","REG_IMAGE_AMAZON_BEST_SELLER","2026-04-11T10:17:36.000Z"
"tabpfnv2_REG_IMAGE_AMAZON_BEST_SELLER_3","0.6046315316955587","15","TabPFN-v2 🤯","3","all","","n307","REG_IMAGE_AMAZON_BEST_SELLER","2026-04-11T10:16:56.000Z"
"tabm_REG_IMAGE_AMAZON_BEST_SELLER_3","0.5592952621466786","15","TabM Ⓜ️","3","all","","n305","REG_IMAGE_AMAZON_BEST_SELLER","2026-04-11T10:16:24.000Z"
"cat_REG_IMAGE_AMAZON_BEST_SELLER_3","0.5322697361001264","15","CatBoost 😸","3","all","","n307","REG_IMAGE_AMAZON_BEST_SELLER","2026-04-11T10:15:48.000Z"
"light_REG_IMAGE_AMAZON_BEST_SELLER_3","0.489958622695283","15","LightGBM 💡","3","all","","n305","REG_IMAGE_AMAZON_BEST_SELLER","2026-04-11T10:15:24.000Z"
"tabpfnv2p5_REG_IMAGE_AMAZON_BEST_SELLER_2","0.5303729752202062","15","TabPFN-v2p5 🇩🇪","2","all","","n305","REG_IMAGE_AMAZON_BEST_SELLER","2026-04-11T10:14:47.000Z"
"tabpfnv2_REG_IMAGE_AMAZON_BEST_SELLER_2","0.5147093004851426","15","TabPFN-v2 🤯","2","all","","n305","REG_IMAGE_AMAZON_BEST_SELLER","2026-04-11T10:14:10.000Z"
"tabm_REG_IMAGE_AMAZON_BEST_SELLER_2","0.4586044341491097","15","TabM Ⓜ️","2","all","","n305","REG_IMAGE_AMAZON_BEST_SELLER","2026-04-11T10:13:28.000Z"
"cat_REG_IMAGE_AMAZON_BEST_SELLER_2","0.4467735665358528","15","CatBoost 😸","2","all","","n309","REG_IMAGE_AMAZON_BEST_SELLER","2026-04-11T10:13:11.000Z"
"light_REG_IMAGE_AMAZON_BEST_SELLER_2","0.4205969372392583","15","LightGBM 💡","2","all","","n306","REG_IMAGE_AMAZON_BEST_SELLER","2026-04-11T10:12:29.000Z"
"tabpfnv2p5_REG_IMAGE_AMAZON_BEST_SELLER_1","0.5684279713547263","15","TabPFN-v2p5 🇩🇪","1","all","","n305","REG_IMAGE_AMAZON_BEST_SELLER","2026-04-11T10:11:48.000Z"
"tabpfnv2_REG_IMAGE_AMAZON_BEST_SELLER_1","0.5391119834361382","15","TabPFN-v2 🤯","1","all","","n305","REG_IMAGE_AMAZON_BEST_SELLER","2026-04-11T10:11:24.000Z"
"tabm_REG_IMAGE_AMAZON_BEST_SELLER_1","0.5075244179780047","15","TabM Ⓜ️","1","all","","n309","REG_IMAGE_AMAZON_BEST_SELLER","2026-04-11T10:10:31.000Z"
"cat_REG_IMAGE_AMAZON_BEST_SELLER_1","0.47887973339115664","15","CatBoost 😸","1","all","","n309","REG_IMAGE_AMAZON_BEST_SELLER","2026-04-11T10:09:40.000Z"
"light_REG_IMAGE_AMAZON_BEST_SELLER_1","0.4219465153095414","15","LightGBM 💡","1","all","","n309","REG_IMAGE_AMAZON_BEST_SELLER","2026-04-11T10:09:21.000Z"
"tabpfnv2p5_REG_IMAGE_AMAZON_BEST_SELLER_0","0.653301341624251","15","TabPFN-v2p5 🇩🇪","0","all","","n307","REG_IMAGE_AMAZON_BEST_SELLER","2026-04-11T10:08:17.000Z"
"tabpfnv2_REG_IMAGE_AMAZON_BEST_SELLER_0","0.6312739613272409","15","TabPFN-v2 🤯","0","all","","n305","REG_IMAGE_AMAZON_BEST_SELLER","2026-04-11T10:08:01.000Z"
"tabm_REG_IMAGE_AMAZON_BEST_SELLER_0","0.5873251754119877","15","TabM Ⓜ️","0","all","","n305","REG_IMAGE_AMAZON_BEST_SELLER","2026-04-11T10:06:52.000Z"
"cat_REG_IMAGE_AMAZON_BEST_SELLER_0","0.5958103301388655","15","CatBoost 😸","0","all","","n305","REG_IMAGE_AMAZON_BEST_SELLER","2026-04-11T10:06:03.000Z"
"light_REG_IMAGE_AMAZON_BEST_SELLER_0","0.562332858055627","15","LightGBM 💡","0","all","","n306","REG_IMAGE_AMAZON_BEST_SELLER","2026-04-11T10:05:09.000Z"
"tabpfnv2p5_MUL_IMAGE_ZOOSCAN_ZOOPLANKTON_4","0.9860042366085564","15","TabPFN-v2p5 🇩🇪","4","all","","n306","MUL_IMAGE_ZOOSCAN_ZOOPLANKTON","2026-04-11T10:03:17.000Z"
"tabpfnv2_MUL_IMAGE_ZOOSCAN_ZOOPLANKTON_4","0.981890903229435","15","TabPFN-v2 🤯","4","all","","n309","MUL_IMAGE_ZOOSCAN_ZOOPLANKTON","2026-04-11T10:02:42.000Z"
"tabm_MUL_IMAGE_ZOOSCAN_ZOOPLANKTON_4","0.9825843515148308","15","TabM Ⓜ️","4","all","","n305","MUL_IMAGE_ZOOSCAN_ZOOPLANKTON","2026-04-11T10:00:49.000Z"
"cat_MUL_IMAGE_ZOOSCAN_ZOOPLANKTON_4","0.9801430392256304","15","CatBoost 😸","4","all","","n309","MUL_IMAGE_ZOOSCAN_ZOOPLANKTON","2026-04-11T10:00:10.000Z"
